response,expected_response,time,tokens/sec,bandwidth,memory
notgiven,notgiven,0.29030954698100686,10.333797256058793,67.09330267142165,6.888715264
none,none,0.05926445499062538,33.74704112804827,219.10633512202278,6.888715264
none,notgiven,0.059219048998784274,33.77291654989357,219.27433411277133,6.892998656
none,none,0.05900330998701975,33.896403446518235,220.07608622052973,6.892998656
derogation,notgiven,0.116543947980972,34.321816527556415,222.8381269205001,6.892998656
notgiven,notgiven,0.08736851499998011,34.337312474644705,222.938736042434,6.892998656
derogation,notgiven,0.11630204899120145,34.39320316964158,223.3016124588203,6.908536832
none,none,0.05865433800499886,34.09807472091064,221.38545890490357,6.908536832
notgiven,notgiven,0.08724502200493589,34.385916022008395,223.2542998602034,6.908536832
notgiven,notgiven,0.08695923999766819,34.49892156463701,223.9880006371065,6.908536832
notgiven,notgiven,0.08760638601961546,34.244078957078386,222.33340728881143,6.908536832
none,none,0.059379612997872755,33.68159371587095,218.68141067987744,6.908536832
notgiven,notgiven,0.08708640100667253,34.448547251024195,223.66093992686197,6.908536832
notgiven,notgiven,0.08716068198555149,34.419189153399536,223.47032928481232,6.908536832
none,none,0.05847164199803956,34.204614949363936,222.07718292630418,6.908536832
notgiven,notgiven,0.08698031000676565,34.49056458601549,223.93374204443444,6.908536832
none,notgiven,0.058584937010891736,34.13846804389621,221.64771694788834,6.908536832
derogation,notgiven,0.11637962600798346,34.37027714563721,223.15276275435414,6.908536832
none,none,0.0580525069963187,34.45156985428427,223.68056450729057,6.908536832
notgiven,none,0.08697052099159919,34.49444669061809,223.9589470308156,6.908536832
none,none,0.058516187011264265,34.17857694000129,221.908128318415,6.908536832
none,notgiven,0.05851051499485038,34.181890215391604,221.92964011926492,6.911665152
none,none,0.058584626007359475,34.13864927205915,221.64889359144803,6.911665152
notgiven,notgiven,0.08675754800788127,34.57912387896754,224.50872288634284,6.911665152
notgiven,notgiven,0.08785864399396814,34.14575804522959,221.69504807446418,6.911665152
notgiven,notgiven,0.08743562299059704,34.31095813570888,222.7676276303844,6.911665152
none,none,0.05839646002277732,34.24865136037197,222.36309411452618,6.911665152
derogation,notgiven,0.11596936802379787,34.49186684521008,223.94219710389947,6.911665152
none,notgiven,0.05854668500251137,34.16077272204583,221.79253249680997,6.911665152
none,notgiven,0.05855778499972075,34.15429733227678,221.75049032441925,6.911665152
notgiven,notgiven,0.08737678101169877,34.33406409877166,222.9176456087589,6.911665152
none,none,0.058453548001125455,34.215202813035276,222.1459257828111,6.911665152
notgiven,notgiven,0.08737267399556004,34.335677996445995,222.92812401494996,6.911665152
derogation,notgiven,0.11652336799306795,34.32787833799966,222.87748388413385,6.911665152
notgiven,notgiven,0.08748677998664789,34.290895155334965,222.63736654809654,6.911665152
notgiven,notgiven,0.08768393300124444,34.21379376262038,222.13677736973276,6.911665152
none,none,0.05946576700080186,33.63279582306625,218.36458505319374,6.911665152
notgiven,notgiven,0.08715774599113502,34.420348597646566,223.4778571026966,6.911665152
notgiven,notgiven,0.08766917599132285,34.21955283687083,222.17416878570685,6.911665152
notgiven,notgiven,0.08772129501448944,34.199221517471585,222.0421654831103,6.911665152
notgiven,notgiven,0.087514042010298,34.280212993098665,222.5680114478999,6.911665152
none,none,0.05846235400531441,34.210049082494926,222.11246462671693,6.911665152
none,none,0.0584725939843338,34.20405806754268,222.07356731050876,6.911665152
none,none,0.05851594702107832,34.178717115858525,221.90903842541474,6.911665152
none,none,0.05848607901134528,34.196171701167295,222.02236421903226,6.911665152
none,none,0.05860277998726815,34.12807379504033,221.58023115662988,6.911665152
none,none,0.05802737001795322,34.46649399035689,223.77746108401044,6.911665152
none,threatening,0.058075762004591525,34.43777457180636,223.59099713531742,6.911665152
none,none,0.058024945989018306,34.46793385001197,223.7868095294317,6.911665152
derogation,animosity,0.11653086301521398,34.325670440437484,222.86314886906283,6.913717248
derogation,derogation,0.11645754400524311,34.347281098594294,223.003458417694,6.913717248
derogation,animosity,0.1211091419972945,33.028059930350736,214.43827149382466,6.923833344
none,none,0.058615054993424565,34.12092678620467,221.5338284243985,6.923833344
notgiven,none,0.08711291101644747,34.438063944776005,223.59287592079735,6.923833344
none,none,0.05859298200812191,34.13378072689266,221.6172840324127,6.923833344
notgiven,none,0.08768239000346512,34.21439584255679,222.14068643920697,6.923833344
none,none,0.057940023980336264,34.518453093474065,224.11481121248644,6.923833344
derogation,derogation,0.1165101730148308,34.3317660294851,222.90272514395954,6.923833344
none,derogation,0.05856946698622778,34.14748507904787,221.70626102937536,6.923833344
derogation,support,0.11666456601233222,34.28633163198133,222.6077373763577,6.923833344
none,none,0.0580875139858108,34.430807289989126,223.54576130030173,6.923833344
none,none,0.05802661902271211,34.46694006447598,223.78035726874722,6.923833344
derogation,animosity,0.11609244099236093,34.45530101536246,223.7047894764216,6.923833344
none,none,0.0585439300048165,34.162380281533146,221.80296975163242,6.923833344
none,none,0.05847000898211263,34.20557025417676,222.08338534670804,6.923833344
none,derogation,0.05851805998827331,34.17748299244351,221.90102574490962,6.923833344
derogation,derogation,0.11655611099558882,34.31823493279888,222.8148730269739,6.923833344
derogation,none,0.11620752900489606,34.42117764875176,223.4832398071713,6.923833344
none,support,0.05811900398111902,34.412152015711335,223.4246399029563,6.923833344
none,derogation,0.05859497599885799,34.13261915217748,221.60974238223224,6.923833344
none,none,0.059473282017279416,33.62854599850263,218.33699260496948,6.946685952
none,derogation,0.059046681999461725,33.87150526118017,219.9144320440965,6.946685952
derogation,derogation,0.11601926200091839,34.477033649536025,223.84589096760865,6.946685952
none,none,0.058110187004785985,34.41737332277521,223.45853980697964,6.946685952
none,derogation,0.05856714298715815,34.148840083227796,221.71505854139465,6.946685952
none,derogation,0.05899421198409982,33.90163090133388,220.1100260395001,6.946685952
none,animosity,0.05863256799057126,34.110735185974136,221.46765835138177,6.946685952
none,derogation,0.0580679870035965,34.44238561044191,223.62093480519218,6.946685952
derogation,derogation,0.11589190099039115,34.51492266341933,224.09188951135823,6.946685952
derogation,derogation,0.11731053100083955,34.09753553985169,221.3819582132327,6.946685952
none,none,0.05968157699680887,33.511178836761275,217.5749735415723,6.96216576
derogation,derogation,0.11664834499242716,34.29109946017392,222.63869301948523,6.96216576
none,derogation,0.05858628900023177,34.13768023422831,221.64260200793103,6.96216576
derogation,derogation,0.11523486499208957,34.71171680788262,225.36959689919166,6.96216576
animosity,animosity,0.08810769699630328,34.04923862810613,221.06838526056617,6.96216576
derogation,derogation,0.11735628798487596,34.084240978340176,221.29564182659632,6.96216576
derogation,none,0.11797956898226403,33.9041753966852,220.1265464523282,6.96216576
none,derogation,0.05859128900920041,34.134767024598936,221.62368767754833,6.96216576
none,derogation,0.05852696701185778,34.17228163548596,221.86725536912152,6.96216576
derogation,animosity,0.11593855000683106,34.50103524465608,224.0017239345311,6.96216576
