response,expected_response,time,tokens/sec,bandwidth,memory
hate,hate,0.2926308159949258,10.251825289828737,25.682702125706133,2.65882368
nothate,nothate,0.06926067298627459,57.752831838533844,144.6814333147732,2.65966336
hate,hate,0.05256136500975117,57.076143274502876,142.98620438426053,2.664183296
nothate,nothate,0.06899797602090985,57.97271500815907,145.23228097246238,2.664183296
hate,hate,0.051464135001879185,58.293022896245255,146.03471096377262,2.664183296
hate,hate,0.05196842100122012,57.72736485354376,144.61763384774667,2.664183296
hate,hate,0.05275977199198678,56.8615042622937,142.44849430246725,2.67831296
nothate,nothate,0.0685088390018791,58.38662657661278,146.2692053462641,2.67831296
hate,hate,0.05189271699055098,57.8115807762824,144.82861017603855,2.67831296
hate,hate,0.052135406993329525,57.54246821903271,144.1544338756496,2.67831296
hate,hate,0.05190041198511608,57.8030093645564,144.80713721801087,2.67831296
nothate,nothate,0.06834819400683045,58.52385799104297,146.6129952021639,2.67831296
hate,hate,0.05166535699390806,58.06598801502009,145.46594695718775,2.67831296
hate,hate,0.05179717601276934,57.918215449823414,145.09574958579253,2.67831296
nothate,nothate,0.06817270099418238,58.67451254925848,146.99041249451352,2.67831296
hate,hate,0.05152823601383716,58.220506504325,145.85304410540678,2.67831296
hate,hate,0.052008747996296734,57.68260370762269,144.50549896981067,2.67831296
hate,hate,0.05142377899028361,58.33876970743131,146.149315113929,2.67831296
nothate,nothate,0.06930388600449078,57.71682124348419,144.5912201712711,2.67831296
nothate,nothate,0.06880373798776418,58.136376263617336,145.6422824263131,2.67831296
nothate,nothate,0.07075970602454618,56.5293473465311,141.61638032418986,2.67831296
nothate,hate,0.06963461299892515,57.442697356008026,143.9044895697873,2.683912704
hate,nothate,0.051323548977961764,58.4526997789688,146.43473083334834,2.683912704
hate,hate,0.05158266899525188,58.15906889727141,145.69913163453788,2.683912704
hate,hate,0.05212846500216983,57.550131197516095,144.1736310418342,2.683912704
hate,hate,0.05137114899116568,58.39853806882753,146.29904581835325,2.683912704
nothate,nothate,0.07044897598098032,56.77868193683769,142.24100919089835,2.683912704
hate,hate,0.05178692701156251,57.92967787662295,145.12446506667592,2.683912704
