response,expected_response,time,tokens/sec,bandwidth,memory
notgiven,notgiven,0.9655205000017304,3.107132370565538,20.173394872470436,6.888715264
none,none,0.05848031799541786,34.19954043609522,222.04423609696238,6.888715264
none,notgiven,0.05831275001401082,34.297816507015355,222.68230417670304,6.892998656
none,none,0.05943021801067516,33.652913735580604,218.49520278837826,6.892998656
none,notgiven,0.05859261000296101,34.13399744266263,221.61869108312098,6.892998656
notgiven,notgiven,0.08704838700941764,34.46359091840995,223.7586125736336,6.892998656
none,notgiven,0.05785173599724658,34.57113197251659,224.45683456444635,6.906484736
none,none,0.05825428001116961,34.332241332594315,222.90581110109383,6.906484736
notgiven,notgiven,0.08661819199915044,34.634756634373346,224.86992460187858,6.906484736
notgiven,notgiven,0.0865386719815433,34.666582364931955,225.0765566191514,6.906484736
notgiven,notgiven,0.08717275399249047,34.41442265617117,223.43938228311478,6.906484736
none,none,0.05832180700963363,34.292490280173226,222.64772306960745,6.906484736
notgiven,notgiven,0.08659350598463789,34.64463028592716,224.934030358529,6.906484736
notgiven,notgiven,0.08660995701211505,34.63804975195125,224.8913055259389,6.906484736
none,none,0.05822245898889378,34.35100534626182,223.0276385007544,6.906484736
notgiven,notgiven,0.08644429300329648,34.70443097829023,225.322292858098,6.906484736
none,notgiven,0.05838376501924358,34.256098409220265,222.41144488917433,6.906484736
derogation,notgiven,0.11590072698891163,34.51229430495881,224.07482460817204,6.906484736
none,none,0.05773210999905132,34.64276639175088,224.92192882285752,6.906484736
none,none,0.05762587799108587,34.70662955121273,225.33656733193166,6.906484736
none,none,0.05827792399213649,34.31831237279252,222.8153758145556,6.906484736
none,notgiven,0.058511456998530775,34.18133990493896,221.926067168795,6.911665152
none,none,0.05819874399458058,34.36500279432557,223.11851845478267,6.911665152
notgiven,notgiven,0.08636848800233565,34.734890807847314,225.52005661455206,6.911665152
notgiven,notgiven,0.08650644001318142,34.67949900080127,225.1604192824496,6.911665152
notgiven,notgiven,0.08709103899309412,34.446712712175646,223.64902898384867,6.911665152
none,none,0.058251665002899244,34.33378256055785,222.9158176912834,6.911665152
derogation,notgiven,0.11511667000013404,34.74735674681471,225.60099307919316,6.911665152
notgiven,notgiven,0.08705183400888927,34.46222626043302,223.7497523832873,6.911665152
notgiven,notgiven,0.08846182699198835,33.91293286619209,220.18340527563413,6.911665152
notgiven,notgiven,0.08692463298211806,34.51265650574738,224.07717623618768,6.911665152
none,none,0.05844045299454592,34.22286956240148,222.19570298696817,6.911665152
notgiven,notgiven,0.08709459498641081,34.44530628413949,223.63989759684955,6.911665152
derogation,notgiven,0.11585691300570033,34.52534593083102,224.15956370874662,6.911665152
notgiven,notgiven,0.08716165297664702,34.41880571957236,223.46783979898407,6.911665152
notgiven,notgiven,0.08729558598133735,34.365998764718306,223.12498490088723,6.911665152
none,none,0.05766749702161178,34.681581537178026,225.17394037638897,6.911665152
notgiven,notgiven,0.08653536601923406,34.66790675309787,225.08515535336963,6.911665152
notgiven,notgiven,0.08698762199492194,34.48766538502605,223.91491866667022,6.911665152
notgiven,notgiven,0.08725577100994997,34.38168003418254,223.22679724850408,6.911665152
notgiven,notgiven,0.08697961800498888,34.49083898974964,223.9355236405248,6.911665152
none,none,0.05816479001077823,34.38506353464682,223.248764993285,6.911665152
none,none,0.05823994299862534,34.34069295100799,222.96068415291026,6.911665152
none,none,0.05811161900055595,34.41652520438066,223.45303330605486,6.911665152
none,none,0.05805723599041812,34.44876363611392,223.6623448305928,6.911665152
none,none,0.05825132399331778,34.333983554252384,222.91712266470685,6.911665152
none,none,0.05777496099472046,34.61707226739214,224.75510692575983,6.911665152
