response,expected_response,time,tokens/sec,bandwidth,memory
derogation,threatening,0.7815671660064254,5.117922264363797,33.2286669675508,6.794642432
derogation,animosity,0.1165968650020659,34.30623970832429,222.73699272737608,6.809345536
derogation,derogation,0.11553958000149578,34.620170853556985,224.77522483346212,6.809345536
derogation,animosity,0.11655181899550371,34.31949869572014,222.82307814519717,6.819072
derogation,derogation,0.11759331400389783,34.0155393517306,220.84958904329514,6.819072
derogation,derogation,0.11627895198762417,34.40003484401656,223.3459678477674,6.819072
derogation,support,0.11778673002845608,33.95968288646472,220.48693486716041,6.819072
derogation,animosity,0.11746454000240192,34.052829900140146,221.09170198486248,6.819072
derogation,derogation,0.11717497100471519,34.13698305791804,221.6380755149061,6.819072
derogation,derogation,0.11759757201070897,34.014307707269175,220.84159245766583,6.819072
derogation,support,0.11740643999655731,34.0696813574902,221.201111904607,6.819072
derogation,derogation,0.11805612000171095,33.88219094395131,219.98381000174845,6.819072
derogation,derogation,0.11750751099316403,34.04037721667595,221.0108515830177,6.819072
derogation,derogation,0.11698263499420136,34.19310909006515,222.0024798833375,6.819072
derogation,derogation,0.11872790500638075,33.69047908143439,218.7390998822415,6.819072
derogation,derogation,0.11781356000574306,33.9519491627705,220.436722824894,6.81970432
derogation,animosity,0.11773923999862745,33.97338049784108,220.57586809888318,6.824884224
derogation,derogation,0.11681258300086483,34.242886316197506,222.32566393817115,6.824884224
derogation,derogation,0.11721379400114529,34.125676368439336,221.56466560365965,6.824884224
derogation,derogation,0.11778250100906007,33.96090222003617,220.4948515229975,6.824884224
derogation,derogation,0.11741540601360612,34.067079745365604,221.18422065491592,6.824884224
derogation,derogation,0.1174781959853135,34.04887150718639,221.06600168806372,6.824884224
derogation,derogation,0.11699322599451989,34.19001370376235,221.98238275108756,6.824884224
derogation,animosity,0.11912548798136413,33.57803663835363,218.0090550904,6.824884224
derogation,derogation,0.11709837499074638,34.15931263193104,221.78305270292861,6.824884224
derogation,derogation,0.11783063298207708,33.94702972196059,220.40478282035795,6.824884224
derogation,derogation,0.11781623697606847,33.95117772105133,220.43171415562412,6.824884224
derogation,animosity,0.11776663301861845,33.96547814496501,220.52456121331218,6.824884224
derogation,support,0.11679653197643347,34.247592221377744,222.35621753940572,6.824884224
derogation,support,0.11864851400605403,33.71302231223815,218.88546426021708,6.828009472
derogation,derogation,0.11702604798483662,34.180424519832464,221.92012393142645,6.828009472
derogation,animosity,0.11692318299901672,34.210495279055465,222.11536160641813,6.828009472
derogation,derogation,0.11701165101840161,34.184630036293974,221.94742870447843,6.828009472
derogation,derogation,0.11872752397903241,33.69058720290006,218.73980187261753,6.828009472
derogation,derogation,0.1179318750218954,33.917886909347914,220.21556993966468,6.828009472
derogation,derogation,0.11771918198792264,33.97916917576253,220.61345171991113,6.828009472
derogation,derogation,0.11751862202072516,34.03715880275191,220.98995568055545,6.828009472
derogation,derogation,0.11782913000206463,33.94746273633618,220.40759421328954,6.828009472
derogation,derogation,0.11726585301221348,34.11052661326219,221.46630417036343,6.828009472
derogation,derogation,0.11801123499753885,33.89507787189432,220.06747978310386,6.828009472
derogation,animosity,0.11793108299025334,33.918114703742596,220.2170489195489,6.828009472
derogation,threatening,0.119192826008657,33.55906671521891,217.88589080112726,6.828009472
derogation,support,0.1173189029796049,34.09510231011428,221.366160204505,6.828009472
